Comentario_Limpio;Categoria_N1;Categoria_N2;Categoria_N3;Sentimiento;Palabras;Usa_Exclusiones
no pude adquirir una cta de ahorro;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;7;Sí
deposite otros 100 pero la maquina no lo conto;funcionalidad;operaciones;Sin categoría N3;neutral;9;Sí
tqrjetqs sin numero debe de sqcar por seguridad;seguridad;prevencion de fraudes;Sin categoría N3;neutral;8;Sí
no me ofrecen nada de creditos a pesar de ser puntual en mis pagos y nunca me retrase en bcp;otros;prestamos;Sin categoría N3;neutral;20;Sí
intente varias veces y no llegue a realizar mi operacion;funcionalidad;operaciones;Sin categoría N3;neutral;10;Sí
deberian eliminar las comisiones interbancarias y deberian permitir al usuario la posibilidad de hacer por transferencia 990;funcionalidad;operaciones;no puede realizar no especificado;neutral;17;Sí
mala experiencia me estafaron y nunca me devolvieron mi dinero;funcionalidad;Sin categoría N2;Sin categoría N3;negativo;10;Sí
10 soles se disminuyo de mi cuenta hoy dia;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;9;Sí
el interes pesima la instalacion el personal no buenaa;otros;agencias;Sin categoría N3;neutral;9;Sí
que las transferencias interbancarias sean gratis desde los ahorros 140 dolares es muy poco;funcionalidad;operaciones;Sin categoría N3;neutral;14;Sí
no estoy haciendo el tramite de warda porque no lo solicite y aun asi figuro use yo estoy haciendolo;funcionalidad;operaciones;Sin categoría N3;neutral;19;Sí
la banca movil manda notificaciones diciendo que medaran x dinero si hago x cosa en laaplicacion y al dinal no te lo da;funcionalidad;constancias;Sin categoría N3;neutral;23;Sí
en no vender basura por su aplicacion de yape;funcionalidad;operaciones;Sin categoría N3;neutral;9;Sí
en varias oportunidades no funciona la opcion de pagos;funcionalidad;operaciones;no puede realizar no especificado;neutral;9;Sí
por q no respetan las cuentas de ahorro;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;8;Sí
que se pudiera ver el estado de cuenta de una directo sin que pidan clave que dice dni y al final no se puede visualizar;funcionalidad;detalle de movimiento;Sin categoría N3;neutral;25;Sí
en todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
xq me bloquearon mi tarjeta;noespecifica;Sin categoría N2;Sin categoría N3;neutral;5;Sí
todo yo creo conforme;otros;comentarios positivos;Sin categoría N3;neutral;4;Sí
me cortaron varias veces cuando me respondieron no me ofrecieron ninguna solucion aunque les digo que mi intencion es estar al dia;tarifas;Sin categoría N2;Sin categoría N3;neutral;22;Sí
en soritor cuando voy al agente bcp por un deposito mayor de 25mil me cobran 10 soles extra y no refleja ni baucher;otros;cajero;Sin categoría N3;neutral;23;Sí
no puedo activar mis compras por internet desde el viernes;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;10;Sí
no deberian colocar robots en su banca telefonica es lenta y no tiene respuestas lamentable ese servicio que uno espera que sea personalizado mejor me fue con su cajero;funcionalidad;inestabilidad;mantenimiento;neutral;29;Sí
oportunidad para nosotros los extranjeros de prestamos o oportunidad a emprendedores;otros;prestamos;no hay campanas;neutral;11;Sí
todo bien nd por mejorar hasta el momento;otros;comentarios genericos;Sin categoría N3;positivo;8;Sí
mas rapido;otros;comentarios positivos;Sin categoría N3;positivo;2;Sí
de que me estan realizando cobros hasta ahora suma 6000 s dicen que es gratuito las transacciones pero es mentira;funcionalidad;operaciones;Sin categoría N3;neutral;20;Sí
mi banca movil solo me sirve para ver mi movimiento no puedo hacer transferencias ni pagos tengo que ir a mi yape que si me funciona bien;funcionalidad;operaciones;no puede realizar no especificado;neutral;27;Sí
en no enganar a los clientes con falsos premios;otros;promociones ofertas o sorteos;Sin categoría N3;neutral;9;Sí
reducir comisiones;funcionalidad;limite transaccional;Sin categoría N3;neutral;2;Sí
no dan interes;tarifas;intereses;bajos;neutral;3;Sí
que se pueda comunicar con un asesor y no un bot;otros;agencias;Sin categoría N3;neutral;11;Sí
en filtros;seguridad;prevencion de fraudes;Sin categoría N3;neutral;2;Sí
me descontaron 20 soles de un retiro que nunca ise;funcionalidad;operaciones;Sin categoría N3;neutral;10;Sí
que se deje de colgar el sistema cada fin de mes;funcionalidad;inestabilidad;Sin categoría N3;neutral;11;Sí
no sacar dinero de las cuentas de los usuarios;funcionalidad;login;Sin categoría N3;neutral;9;Sí
mala la atencion del personal es totalmente malo;otros;agencias;atencion;negativo;8;Sí
dicen que llegara un mensaje de comprobacion al numero de celular afiliado y nunca llega el mensaje con el codigo no puedo abrir mi aplicacion;funcionalidad;constancias;no llega;neutral;25;Sí
los intereses no son tan comodos;tarifas;intereses;Sin categoría N3;neutral;6;Sí
x ahora exelente;otros;comentarios positivos;Sin categoría N3;neutral;3;Sí
mejorar la atencion al publico;otros;reclamos;Sin categoría N3;positivo;5;Sí
un dia cualquiera necesite ingresar a la app no obstante no hubo efecto debido que estuvo en mantenimiento;funcionalidad;login;no puede ingresar;neutral;18;Sí
tiempos de respuestas;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;3;Sí
mi sincronizacion de clave token esta fallando y no me ayudan mediante la web;funcionalidad;token;dependencia;neutral;14;Sí
no me resolvieron el problema me han cobrado la membresia;funcionalidad;Sin categoría N2;Sin categoría N3;negativo;10;Sí
no me llega el retiro que hice de la casa de apuestas betano;funcionalidad;constancias;no llega;neutral;13;Sí
cobrar porcentages razonables o una cantidad fija por transferencia desde el extranjero a peru bcp me cobro 25 por recibir 100 de usa un robo completo;funcionalidad;operaciones;Sin categoría N3;neutral;26;Sí
ineficiente ineficaz y realmente pesimo por que diablos ponen a la ia a atender a personas que esperamos un trato personalizado y alguien que realmente pueda resolver problemas realmente horrible;otros;agencias;atencion;negativo;30;Sí
mas opciones de pago completo de credito mas amigable y usable la plataforma;otros;prestamos;proceso complicado;neutral;13;Sí
mas banca movil cerca;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;4;Sí
en asesorar bien a sus clientes y no cobrar dinero sin que el cliente sepa;otros;agencias;Sin categoría N3;neutral;15;Sí
terminar de guiar a sus cliente en su necesidad;otros;Sin categoría N2;Sin categoría N3;neutral;9;Sí
mejorar en todo;noespecifica;Sin categoría N2;Sin categoría N3;positivo;3;Sí
en no hacer cobros que no son autorizados;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;8;Sí
que pueda hacer transferencias;funcionalidad;operaciones;Sin categoría N3;neutral;4;Sí
muy lento;funcionalidad;inestabilidad;lentitud;negativo;2;Sí
cobra comision;tarifas;comision;Sin categoría N3;neutral;2;Sí
en las transferencias;funcionalidad;operaciones;Sin categoría N3;neutral;3;Sí
por 2075 m pusieron en sistema como noroso y nuca mean comunicado por eso;funcionalidad;notificaciones;Sin categoría N3;neutral;14;Sí
excelente;otros;comentarios positivos;Sin categoría N3;positivo;1;Sí
no muy buena fuy por una oportunidad y me lleve un desanimo primera ves mas en otra ocasiones no me an atendido asi;Sin categoría N1;Sin categoría N2;Sin categoría N3;negativo;23;Sí
mas innovaciones que el cliente pueda tener diferentes opciones premios sorteos etc;diseno;cantidad de funcionalidades;Sin categoría N3;neutral;12;Sí
no te ayudan para bada;noespecifica;Sin categoría N2;Sin categoría N3;neutral;5;Sí
no puedo pagar luz del sur dos llamadas al bcp y por ultimo presencial no solucionan rl problrms;otros;agencias;capacidad de solucion;neutral;18;Sí
en la atencion mas rapido en las agencias mucha demora deben aperturar mas ventanillas para la atencion mas rapido a los clientes;otros;agencias;tiempo de espera;positivo;22;Sí
dx;noespecifica;Sin categoría N2;Sin categoría N3;neutral;1;Sí
mucho se cae la pagina;funcionalidad;inestabilidad;Sin categoría N3;neutral;5;Sí
cada vez que intento hacer una transferencia me sale error y son veces seguidas al parecer tienen muchos inconvenientes con su sistema;funcionalidad;operaciones;Sin categoría N3;negativo;22;Sí
la configuracion del token malisima no me deja transferir y hacer operaciones intente desactivar y no me deja pesimo todo;funcionalidad;token;no funciona;negativo;20;Sí
no hacer desembolsos de dinero de nuestra cuenta por instituciones personadetc sin previas verificaciones y notificaciones a nosotrod sus clientespara no sorprendernos o dejarnos sin dinero subitamente;funcionalidad;constancias;Sin categoría N3;neutral;27;Sí
muy bueno lo recomiendo los de mas tambien que utilizan sin dudas;funcionalidad;Sin categoría N2;Sin categoría N3;positivo;12;Sí
es por ejemplo en mi persona en creditos yape no me suben el credito y yo pago puntual;otros;prestamos;Sin categoría N3;neutral;18;Sí
en ponerse de acuerdo con los funcionarios con respecto a los productos que ofrecen en la oficina te dan una version y por telefono te dan otra juegan con los clientes;otros;agencias;Sin categoría N3;neutral;31;Sí
que funcione trate de solicitar un retiro sin tarjeta y no lo permitia reintente en varias oportunidades y salia un error;funcionalidad;inestabilidad;caida de sistema;negativo;21;Sí
deben permitir apagar la tarjeta de credito la del titular y las adicionales;otros;prestamos;Sin categoría N3;neutral;13;Sí
ha cambiado en estos dias la version anterior era mejor;diseno;Sin categoría N2;Sin categoría N3;neutral;10;Sí
que deverian explica bien sobre cuando te dan por activar tu tarjeta;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;12;Sí
me robaron 100 cuando me depositaron son unos rateros los se bcp;seguridad;fraudes;Sin categoría N3;neutral;12;Sí
hasta ahora no tengo mi cuenta enalta;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;7;Sí
la atencion automatizada es pesima no entendian mi pregunta cuando solo indicaba necesito mi carta de no adeudo llame 6 veces sin exito;otros;reclamos;Sin categoría N3;neutral;23;Sí
mas intuitivo mejorar la red sistema;funcionalidad;inestabilidad;mantenimiento;neutral;6;Sí
se volvio compleja;noespecifica;Sin categoría N2;Sin categoría N3;neutral;3;Sí
yo no he solicitado ninguna cuenta de banco bcp;tarifas;comision;Sin categoría N3;neutral;9;Sí
dan mala informacion;otros;informacion;falta de informacion;negativo;3;Sí
todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;1;Sí
hace anos que distintos expertos han demostrado que el nps es demasiado simplificado y a veces enganoso;tarifas;Sin categoría N2;Sin categoría N3;neutral;17;Sí
no cobrar por transferencia entre bancos;tarifas;comision;Sin categoría N3;neutral;6;Sí
cuando no me aviso que me volverian a suscribir a tinder y tampoco me devol ieron el monto sacado me devolvieron menos de lo que me sacaron y solo 1 una cantidad y me sacaron dinero 2 veces;funcionalidad;constancias;Sin categoría N3;neutral;38;Sí
no pude realizar mi transferencia;funcionalidad;operaciones;Sin categoría N3;neutral;5;Sí
las operaciones y la interfast en la cual sale error cuando quieres configurar ciertas cosas;funcionalidad;operaciones;no puede realizar servicing;negativo;15;Sí
nada;otros;comentarios genericos;Sin categoría N3;neutral;1;Sí
de la nada me bloquearon la tarjeta;otros;comentarios genericos;Sin categoría N3;neutral;7;Sí
cuando quiero transferirme a otra ceunta personal de otro banco nunca me deja paraeciera que es apropposito;otros;agencias;Sin categoría N3;neutral;17;Sí
mas seriedad;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
quedan en devolver la llamada y hasta ahora sigo esperando;otros;Sin categoría N2;Sin categoría N3;neutral;10;Sí
nunca me dan credito ni tatjeta de credito;otros;prestamos;Sin categoría N3;neutral;8;Sí
ser mas practica y mas visible el cambio de clave;funcionalidad;login;Sin categoría N3;neutral;10;Sí
es que piden todavia el toten para aser un movimiento;funcionalidad;operaciones;Sin categoría N3;neutral;10;Sí
no hay para retirar en los agentes;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;7;Sí
la experiencia con la solicitud de prestamos yo adelantos de sueldo;otros;prestamos;no hay campanas;neutral;11;Sí
ok;noespecifica;Sin categoría N2;Sin categoría N3;neutral;1;Sí
nada todo excelente;otros;comentarios positivos;Sin categoría N3;positivo;3;Sí
me bloquearon mi cuenta no se porque;seguridad;Sin categoría N2;Sin categoría N3;neutral;7;Sí
que se agreguen mas servicios para pagos y que permita enviar de todos los montos desde el yape;funcionalidad;operaciones;no puede realizar monetarias;neutral;18;Sí
la cuenta sueldo;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;3;Sí
sacar ese logo que te pide ubicacion cada vez que entras al yape ya cansa;funcionalidad;operaciones;Sin categoría N3;neutral;15;Sí
anoche intente hacer una transferencia y no se pudo realisar;funcionalidad;operaciones;Sin categoría N3;neutral;10;Sí
deberian tener doble validacion antes de continuar con el proceso;funcionalidad;login;Sin categoría N3;neutral;10;Sí
es facil de usarla;otros;Sin categoría N2;Sin categoría N3;positivo;4;Sí
en que no deben ser bloqueado la tarjeta despues de tres intentos;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;12;Sí
esta bien todo;noespecifica;Sin categoría N2;Sin categoría N3;positivo;3;Sí
deberian mostrar los datos de la tarjeta como el numero las otras entidades lo hacen y es muy practico ya que no necesitas llevar todo el tiempo la tarjeta;funcionalidad;detalle de movimiento;Sin categoría N3;positivo;29;Sí
dejen de ser un monopolio;noespecifica;Sin categoría N2;Sin categoría N3;neutral;5;Sí
tener consideracion y no hacer transferencias antes de dar un aviso al cliente rimac se ha descontado de mi cuenta bcp dinero que no le debo y eso se llama fraude;funcionalidad;operaciones;Sin categoría N3;neutral;31;Sí
todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;1;Sí
en informar ls verdad y cumplir lo q se dice;Sin categoría N1;Sin categoría N2;Sin categoría N3;neutral;10;Sí
en que me dejen tranferir desde mi tarjeta a otra cuenta;funcionalidad;operaciones;no puede realizar monetarias;neutral;11;Sí
quizas que sea mas puntuales en sus preguntas gracias;otros;Sin categoría N2;Sin categoría N3;neutral;9;Sí
